,id,subsector,nivel,eje,n°,desccorta,desclarga
298,299,"Historia, Geografía y Ciencias Sociales",5,Historia,2,Describir el proceso de conquista de América y de Chile,"Describir el proceso de conquista de América y de Chile, incluyendo a los principales actores
(Corona española, Iglesia católica y hombres y mujeres protagonistas, entre otros), algunas
expediciones y conflictos bélicos, y la fundación de ciudades como expresión de la voluntad
de los españoles de quedarse y expandirse, y reconocer en este proceso el surgimiento de una
nueva sociedad."
299,300,"Historia, Geografía y Ciencias Sociales",5,Historia,3,Consecuencias de conquista para Europa y América,"Analizar el impacto y las consecuencias que tuvo el proceso de conquista para Europa y para
América, considerando diversos ámbitos."
300,301,"Historia, Geografía y Ciencias Sociales",5,Historia,4,Efectos de conquista sobre pueblos indígenas americanos,"Investigar sobre los efectos de la conquista sobre los pueblos indígenas americanos, utilizando
fuentes dadas por el docente."
301,302,"Historia, Geografía y Ciencias Sociales",5,Historia,5,Describir la vida colonial en Chile,"Describir algunas dimensiones de la vida colonial en Chile, como organización de la sociedad
y grupos sociales, oficios y actividades económicas, costumbres y vida cotidiana, arte y
celebraciones."
302,303,"Historia, Geografía y Ciencias Sociales",5,Historia,6,Explicar aspectos centrales de la Colonia,"Explicar aspectos centrales de la Colonia, como la dependencia de las colonias americanas de la
metrópoli, el rol de la Iglesia católica y el surgimiento de una sociedad mestiza."
303,304,"Historia, Geografía y Ciencias Sociales",5,Historia,7,Formas en que españoles y mapuches se relacionaron,"Explicar y dar ejemplos de las distintas formas en las que españoles y mapuches se relacionaron
en el período colonial, considerando resistencia mapuche y guerra de Arauco, mestizaje,
formas de trabajo (como encomienda y esclavitud), evangelización, vida fronteriza y sistema
de parlamentos."
304,305,"Historia, Geografía y Ciencias Sociales",5,Historia,8,Identificar elementos del patrimonio colonial de Chile,"Identificar, en su entorno o en fotografías, elementos del patrimonio colonial de Chile que
siguen presentes hoy, como edificios, obras de arte y costumbres, entre otros."
305,306,"Historia, Geografía y Ciencias Sociales",5,Geografía,9,Caracterizar las grandes zonas de Chile y sus paisajes,"Caracterizar las grandes zonas de Chile y sus paisajes (Norte Grande, Norte Chico, Zona Central,
Zona Sur y Zona Austral), considerando ubicación, clima (temperatura y precipitaciones),
relieve, hidrografía, población y recursos naturales, entre otros."
306,307,"Historia, Geografía y Ciencias Sociales",5,Geografía,10,Ubicar en mapas recursos naturales de Chile,"Reconocer y ubicar en mapas recursos naturales significativos de Chile, como cobre, hierro,
recursos marítimos y forestales, entre otros; diferenciar recursos renovables y no renovables y
explicar la importancia de cuidarlos en el marco de un desarrollo sostenible."
307,308,"Historia, Geografía y Ciencias Sociales",5,Geografía,11,Ideas y proyectos dan valor a los recursos naturales,"Analizar y dar ejemplos de diversas maneras en las que el trabajo de las personas, sus ideas
y proyectos potencian y dan valor a los recursos naturales (por ejemplo: tecnología de riego,
elaboración de vinos, uso de madera en la construcción, nuevas formas de explotación
sustentable)."
308,309,"Historia, Geografía y Ciencias Sociales",5,Geografía,12,Riesgos naturales que afectan a su localidad,"Investigar, describir y ubicar los riesgos naturales que afectan a su localidad, como sismos,
maremotos, inundaciones, derrumbes y volcanismo, e identificar formas en que la comunidad
puede protegerse (construcciones antisísmicas, medidas de seguridad y evacuación en el
hogar, en la escuela y en los distintos espacios públicos, entre otros)."
309,310,"Historia, Geografía y Ciencias Sociales",5,Formación Ciudadana,13,Reconocer que las personas son sujetos de derecho,"Reconocer que todas las personas son sujetos de derecho, que deben ser respetados por
los pares, la comunidad y el Estado, y que esos derechos no dependen de características
individuales, como etnia, sexo, lugar de nacimiento u otras."
310,311,"Historia, Geografía y Ciencias Sociales",5,Formación Ciudadana,14,Los derechos generan deberes y responsabilidades,"Reconocer que los derechos generan deberes y responsabilidades en las personas y en el Estado,
lo que, por ejemplo, se manifiesta en que:
• las personas deben respetar los derechos de los demás
• todas las personas deben respetar las leyes
• el Estado debe asegurar que las personas puedan ejercer sus derechos (a la educación, a
la protección de la salud, a la libertad de expresión, a la propiedad privada y a la igualdad
ante la ley, entre otros)
• el Estado debe asegurar los derechos de las personas a participar en la vida pública, como
el derecho a formar organizaciones de participación social (fundaciones, juntas de vecinos,
etc.), a participar en partidos políticos y el derecho a sufragio, entre otros"
311,312,"Historia, Geografía y Ciencias Sociales",5,Formación Ciudadana,15,Reconoce que logros y beneficios dependen del esfuerzo,"Reconocer que hay logros y beneficios que dependen del esfuerzo, el mérito y el
comportamiento de cada persona (como las calificaciones, los premios deportivos, los premios
por compañerismo, el aprecio y el reconocimiento por parte de sus pares, el liderazgo)."
312,313,"Historia, Geografía y Ciencias Sociales",5,Formación Ciudadana,16,Demostrar actitudes cívicas en acciones en vida diaria,"Demostrar actitudes cívicas con acciones en su vida diaria, como:
• actuar con honestidad y responsabilidad (ejemplos: respetar los acuerdos establecidos,
respetar la autoría de música y películas, evitar el plagio escolar, etc.)
• respetar a todas las personas (ejemplos: no discriminar por condiciones físicas, sociales,
culturales o étnicas, escuchar respetuosamente opiniones distintas, respetar espacios y
propiedad de los demás, etc.)
• contribuir a la buena convivencia (ejemplos: buscar soluciones pacíficas para resolver
problemas, mostrar empatía con los demás, etc.)
• cuidar y valorar el patrimonio y el medioambiente (ejemplos: realizar campañas de
información y cuidado de nuestro patrimonio, usar la energía de manera eficiente, etc.)"
313,314,"Historia, Geografía y Ciencias Sociales",5,Formación Ciudadana,17,Participar en su comunidad tomando parte en elecciones,"Participar en su comunidad, tomando parte en elecciones para una directiva de curso, asignando
roles y funciones a cada cargo, y demostrando que entienden las responsabilidades que lleva
consigo el desempeño de un cargo y la importancia de elegir personas que se estimen idóneas,
para mantener una buena convivencia y una organización del curso que permita el trabajo
escolar."
314,315,"Historia, Geografía y Ciencias Sociales",5,Formación Ciudadana,18,Participar para solucionar problema de la comunidad,"Diseñar y participar en un proyecto que solucione un problema de la comunidad escolar,
considerando temas como voluntariado, gasto excesivo de agua y electricidad en la escuela, y
cuidado del medioambiente, entre otros, y ateniéndose a un plan y a un presupuesto."
315,316,"Historia, Geografía y Ciencias Sociales",5,Formación Ciudadana,19,Formas en que personas pueden organizarse,"Explicar formas en que un grupo de personas puede organizarse para resolver problemas,
mejorar su calidad de vida y la de otros y lograr metas comunes; por ejemplo, fundaciones,
voluntariado, empresas, agrupaciones y recolección de fondos para causas benéficas."
316,317,"Historia, Geografía y Ciencias Sociales",5,Formación Ciudadana,20,Opinar y argumentar con fundamentos,Opinar y argumentar con fundamentos sobre temas de la asignatura u otros.
317,318,"Historia, Geografía y Ciencias Sociales",5,Formación Ciudadana,21,Evaluar posibles soluciones frente a un problema,Evaluar posibles soluciones frente a un problema o proyecto y justificar su elección.
318,319,"Historia, Geografía y Ciencias Sociales",5,Formación Ciudadana,22,Informarse y opinar sobre temas del país y el mundo,"Informarse y opinar sobre temas relevantes y de su interés en el país y el mundo (política,
medioambiente, deporte, arte y música, entre otros) por medio de periódicos y TICs."
319,320,"Historia, Geografía y Ciencias Sociales",6,Historia,1,Antecedentes de independencia de colonias americanas,"Explicar los múltiples antecedentes de la independencia de las colonias americanas y reconocer
que la independencia de Chile se enmarca en un proceso continental."
320,321,"Historia, Geografía y Ciencias Sociales",6,Historia,2,Proceso de independencia de Chile,"Explicar el desarrollo del proceso de independencia de Chile, considerando actores y bandos
que se enfrentaron, hombres y mujeres destacados, avances y retrocesos de la causa patriota
y algunos acontecimientos significativos, como la celebración del cabildo abierto de 1810 y la
formación de la Primera Junta Nacional de Gobierno, la elección del primer Congreso Nacional,
las batallas de Rancagua, Chacabuco y Maipú, y la Declaración de la Independencia, entre otros."
321,322,"Historia, Geografía y Ciencias Sociales",6,Historia,3,Hitos y procesos de la organización de la república,"Describir algunos hitos y procesos de la organización de la república, incluyendo las dificultades
y los desafíos que implicó organizar en Chile una nueva forma de gobierno, el surgimiento
de grupos con diferentes ideas políticas (conservadores y liberales), las características de la
Constitución de 1833 y el impacto de las reformas realizadas por los liberales en la segunda
mitad del siglo XIX."
322,323,"Historia, Geografía y Ciencias Sociales",6,Historia,4,Aporte de intelectuales y científicos,"Investigar sobre algunos aspectos culturales del siglo XIX, como los avances en educación y la
fundación de instituciones, el aporte de intelectuales y científicos nacionales (por ejemplo,
Diego Barros Arana, Benjamín Vicuña Mackenna, José Victorino Lastarria) y extranjeros (por
ejemplo, Andrés Bello, Claudio Gay, Charles Darwin y María Graham), las primeras mujeres en
obtener títulos universitarios y el impacto en la sociedad de la llegada del ferrocarril y de otros
avances tecnológicos, entre otros."
323,324,"Historia, Geografía y Ciencias Sociales",6,Historia,5,Describir cómo se conformó el territorio de Chile,"Describir cómo se conformó el territorio de Chile durante el siglo XIX, considerando
colonizaciones europeas, la incorporación de Isla de Pascua, la ocupación de la Araucanía, la
Guerra del Pacífico y diversos conflictos bélicos, entre otros factores."
